,head,variable,value
3373,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi984
3374,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,prerequisite,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25
3375,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,concept_vocab_index,vi228
3376,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi925
3377,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,concept_vocab_index,vi1020
3378,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi235
3379,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi1443
3380,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi980
3381,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi73
3382,Course1_W9-S1-L7_Clusters_in_NE_Recognition_Part_2_7-28,concept_vocab_index,vi915
3383,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1274
3384,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,l_text_topics,topic_10
3385,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi134
3386,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi1062
3387,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi1206
3388,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1124
3389,Course1_W7-S1-L6_Definition_of_Log-linear_Models_Part_2_3-45,l_text_topics,topic_6
3390,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi74
3391,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi939
3392,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi171
3393,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi74
3394,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1106
3395,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi1345
3396,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi806
3397,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi134
3398,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi999
3399,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi1382
3400,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi245
3401,Course1_W10-S2-L7_Summary_2-50,l_text_topics,topic_11
3402,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,concept_vocab_index,vi1137
3403,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi47
3404,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi105
3405,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi38
3406,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,l_text_topics,topic_1
3407,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi74
3408,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1255
3409,Course2_W1-S2-L5_Sentence_Segmentation_5-31,concept_vocab_index,vi1414
3410,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,level,level_2
3411,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi246
3412,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi47
3413,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,l_text_topics,topic_12
3414,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE,concept_vocab_index,vi1111
3415,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi47
3416,Course1_W10-S2-L1_Introduction_0-37,concept_vocab_index,vi1422
3417,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi993
3418,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi55
3419,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29,l_text_topics,topic_11
3420,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,l_text_topics,topic_8
3421,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi55
3422,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi366
3423,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi386
3424,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi768
3425,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi1206
3426,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi1184
3427,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi351
3428,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi832
3429,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,concept_vocab_index,vi1108
3430,Course1_W4-S2-L1_Introduction_00-17,concept_vocab_index,vi984
3431,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi1206
3432,Course1_W6-S1-L3_Learning_Phrases_from_Alignments_Part_2_7-01,concept_vocab_index,vi62
3433,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,level,level_1
3434,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi873
3435,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi150
3436,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi47
3437,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,concept_vocab_index,vi993
3438,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi982
3439,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi1206
3440,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,prerequisite,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56
3441,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi869
3442,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1091
3443,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi76
3444,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi84
3445,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,concept_vocab_index,vi69
3446,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi770
3447,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,l_text_topics,topic_9
3448,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi1274
3449,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,l_text_topics,topic_12
3450,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,prerequisite,Course1_W3-S2-L1_Introduction_1-12
3451,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi386
3452,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1072
3453,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi1072
3454,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi262
3455,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi72
3456,Course2_W8-S3-L1_Introduction_to_Summarization,l_text_topics,topic_5
3457,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi490
3458,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi468
3459,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,l_text_topics,topic_6
3460,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,l_text_topics,topic_10
3461,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,concept_vocab_index,vi713
3462,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1106
3463,Course1_W1-S1-L2_Introduction_Part_2_10-28,concept_vocab_index,vi993
3464,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi55
3465,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi289
3466,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,level,level_1
3467,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,concept_vocab_index,vi614
3468,Course1_W1-S1-L2_Introduction_Part_2_10-28,l_text_topics,topic_12
3469,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi717
3470,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1331
3471,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1206
3472,Course2_W2-S2-L1_The_Spelling_Correction_Task_5-39,prerequisite,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59
3473,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi279
3474,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47,concept_vocab_index,vi1103
3475,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi1200
3476,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,prerequisite,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03
3477,Course1_W9-S2-L2_Recap_of_History-based_Models_7-11,concept_vocab_index,vi386
3478,Course1_W5-S1-L2_introduction_2-03,l_text_topics,topic_14
3479,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi643
3480,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi1108
3481,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi242
3482,Course1_W5-S2-L1_Introduction_3-24,l_text_topics,topic_12
3483,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi78
3484,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,level,level_1
3485,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi770
3486,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi391
3487,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi218
3488,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,concept_vocab_index,vi116
3489,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,l_text_topics,topic_12
3490,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1164
3491,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi770
3492,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi1206
3493,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,l_text_topics,topic_7
3494,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi235
3495,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,concept_vocab_index,vi988
3496,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi991
3497,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi478
3498,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi134
3499,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,concept_vocab_index,vi873
3500,Course1_W8-S1-L4_Features_in_Log-Linear_Taggers_13-21,l_text_topics,topic_7
3501,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi499
3502,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,l_text_topics,topic_10
3503,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,concept_vocab_index,vi1434
3504,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,concept_vocab_index,vi60
3505,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi915
3506,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi43
3507,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,concept_vocab_index,vi1252
3508,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,prerequisite,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17
3509,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1292
3510,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1443
3511,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,prerequisite,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22
3512,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi69
3513,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,level,level_2
3514,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,concept_vocab_index,vi137
3515,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55,concept_vocab_index,vi137
3516,Course1_W8-S2-L2_Conditional_History-based_Models_7-14,l_text_topics,topic_12
3517,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,concept_vocab_index,vi468
3518,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,prerequisite,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53
3519,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi1181
3520,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1111
3521,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,concept_vocab_index,vi1293
3522,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi909
3523,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi470
3524,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,l_text_topics,topic_14
3525,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi54
3526,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,concept_vocab_index,vi939
3527,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,prerequisite,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48
3528,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi403
3529,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi253
3530,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi1188
3531,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,l_text_topics,topic_1
3532,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,concept_vocab_index,vi1206
3533,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi55
3534,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,prerequisite,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53
3535,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi984
3536,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi1299
3537,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi993
3538,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,concept_vocab_index,vi52
3539,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi559
3540,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi116
3541,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi1206
3542,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,prerequisite,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50
3543,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi490
3544,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,l_text_topics,topic_10
3545,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,l_text_topics,topic_7
3546,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,concept_vocab_index,vi171
3547,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,l_text_topics,topic_2
3548,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,l_text_topics,topic_10
3549,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi512
3550,Course1_W8-S2-L1_Introduction_0-47,concept_vocab_index,vi984
3551,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,concept_vocab_index,vi915
3552,Course1_W5-S1-L3_Challenges_in_MT_8-06,prerequisite,Course1_W5-S1-L2_introduction_2-03
3553,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi693
3554,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,prerequisite,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34
3555,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi122
3556,Course2_W1-S2-L3_Word_Tokenization_14-26,concept_vocab_index,vi47
3557,Course1_W3-S1-L1_Introduction_0-28,concept_vocab_index,vi43
3558,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,concept_vocab_index,vi1233
3559,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi31
3560,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi1108
3561,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi1225
3562,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,l_text_topics,topic_7
3563,Course2_W8-S3-L1_Introduction_to_Summarization,concept_vocab_index,vi1200
3564,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi256
3565,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi693
3566,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,l_text_topics,topic_6
3567,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,concept_vocab_index,vi166
3568,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi1442
3569,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,concept_vocab_index,vi144
3570,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,concept_vocab_index,vi459
3571,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi980
3572,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,concept_vocab_index,vi743
3573,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi47
3574,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi43
3575,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,l_text_topics,topic_6
3576,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi363
3577,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi71
3578,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi434
3579,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,concept_vocab_index,vi537
3580,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi74
3581,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi1074
3582,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi1299
3583,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi1084
3584,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi245
3585,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi1434
3586,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi246
3587,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,concept_vocab_index,vi939
3588,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi1240
3589,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi470
3590,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi993
3591,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi631
3592,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi993
3593,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,concept_vocab_index,vi1206
3594,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi1443
3595,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi944
3596,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,concept_vocab_index,vi1403
3597,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi421
3598,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi159
3599,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi14
3600,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,concept_vocab_index,vi1164
3601,Course1_W6-S2-L4_The_Decoding_Algorithm_Part_1_14-39,concept_vocab_index,vi98
3602,Course1_W5-S1-L3_Challenges_in_MT_8-06,concept_vocab_index,vi993
3603,Course2_W4-S2-L4_Maximum_Entropy_Sequence_Models_13-01,concept_vocab_index,vi636
3604,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi338
3605,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi679
3606,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi991
3607,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,concept_vocab_index,vi1124
3608,Course1_W9-S2-L4_Three_Components_of_GLMs_14-39,concept_vocab_index,vi166
3609,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi982
3610,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,level,level_3
3611,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,prerequisite,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35
3612,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,concept_vocab_index,vi980
3613,Course2_W3-S2_L5_Other_Sentiment_Tasks_11-01,l_text_topics,topic_7
3614,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi943
3615,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,concept_vocab_index,vi468
